"Reference Area Code","Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"MUS","Mauritius","1978","Not applicable","Not applicable","Percent","5.54268"
"MUS","Mauritius","1977","Not applicable","Not applicable","Percent","4.42232"
"MEX","Mexico","2011","Not applicable","Not applicable","Percent","5.15425"
"MEX","Mexico","2010","Not applicable","Not applicable","Percent","5.19791"
"MEX","Mexico","2009","Not applicable","Not applicable","Percent","5.22673"
"MEX","Mexico","2008","Not applicable","Not applicable","Percent","4.85819"
"MEX","Mexico","2007","Not applicable","Not applicable","Percent","4.73354"
"MEX","Mexico","2006","Not applicable","Not applicable","Percent","4.74913"
"MEX","Mexico","2005","Not applicable","Not applicable","Percent","4.90795"
"MEX","Mexico","2004","Not applicable","Not applicable","Percent","4.80018"
"MEX","Mexico","2003","Not applicable","Not applicable","Percent","5.18674"
"MEX","Mexico","2002","Not applicable","Not applicable","Percent","4.63847"
"MEX","Mexico","2001","Not applicable","Not applicable","Percent","4.42832"
"MEX","Mexico","2000","Not applicable","Not applicable","Percent","4.13411"
"MEX","Mexico","1999","Not applicable","Not applicable","Percent","3.6621"
"MEX","Mexico","1998","Not applicable","Not applicable","Percent","3.52947"
"MEX","Mexico","1995","Not applicable","Not applicable","Percent","3.86743"
"MEX","Mexico","1994","Not applicable","Not applicable","Percent","3.65051"
"MEX","Mexico","1992","Not applicable","Not applicable","Percent","3.00129"
"MEX","Mexico","1991","Not applicable","Not applicable","Percent","2.53738"
"MEX","Mexico","1990","Not applicable","Not applicable","Percent","2.31209"
"MEX","Mexico","1989","Not applicable","Not applicable","Percent","2.26588"
"FSM","Micronesia, Federated States of","2000","Not applicable","Not applicable","Percent","6.70818"
"FSM","Micronesia, Federated States of","1999","Not applicable","Not applicable","Percent","6.40977"
"MDA","Moldova","2014","Not applicable","Not applicable","Percent","7.48408"
"MDA","Moldova","2012","Not applicable","Not applicable","Percent","8.34896"
"MDA","Moldova","2011","Not applicable","Not applicable","Percent","8.5597"
"MDA","Moldova","2010","Not applicable","Not applicable","Percent","9.11211"
"MDA","Moldova","2009","Not applicable","Not applicable","Percent","9.50976"
"MDA","Moldova","2008","Not applicable","Not applicable","Percent","8.23733"
"MDA","Moldova","2007","Not applicable","Not applicable","Percent","8.29343"
"MDA","Moldova","2006","Not applicable","Not applicable","Percent","7.49893"
"MDA","Moldova","2005","Not applicable","Not applicable","Percent","7.16273"
"MDA","Moldova","2004","Not applicable","Not applicable","Percent","6.77109"
"MDA","Moldova","2003","Not applicable","Not applicable","Percent","5.4249"
"MDA","Moldova","2002","Not applicable","Not applicable","Percent","5.49791"
"MDA","Moldova","2001","Not applicable","Not applicable","Percent","4.84691"
"MDA","Moldova","2000","Not applicable","Not applicable","Percent","4.48642"
"MDA","Moldova","1999","Not applicable","Not applicable","Percent","4.66255"
"MDA","Moldova","1996","Not applicable","Not applicable","Percent","9.8966"
"MCO","Monaco","2014","Not applicable","Not applicable","Percent","1.02195"
"MCO","Monaco","2013","Not applicable","Not applicable","Percent","1.3344"
"MCO","Monaco","2012","Not applicable","Not applicable","Percent","1.78004"
"MCO","Monaco","2011","Not applicable","Not applicable","Percent","1.59142"
"MCO","Monaco","2010","Not applicable","Not applicable","Percent","1.32022"
"MCO","Monaco","2009","Not applicable","Not applicable","Percent","1.32877"
"MCO","Monaco","2004","Not applicable","Not applicable","Percent","1.24386"
"MCO","Monaco","2000","Not applicable","Not applicable","Percent","1.25536"
"MCO","Monaco","1999","Not applicable","Not applicable","Percent","1.19528"
"MCO","Monaco","1998","Not applicable","Not applicable","Percent","1.20883"
"MCO","Monaco","1997","Not applicable","Not applicable","Percent","1.21242"
"MCO","Monaco","1996","Not applicable","Not applicable","Percent","1.08224"
"MCO","Monaco","1995","Not applicable","Not applicable","Percent","1.06457"
"MCO","Monaco","1992","Not applicable","Not applicable","Percent","0.9136"
"MCO","Monaco","1989","Not applicable","Not applicable","Percent","0.95752"
"MCO","Monaco","1988","Not applicable","Not applicable","Percent","0.88103"
"MNG","Mongolia","2011","Not applicable","Not applicable","Percent","4.60902"
"MNG","Mongolia","2010","Not applicable","Not applicable","Percent","4.6451"
"MNG","Mongolia","2009","Not applicable","Not applicable","Percent","5.14484"
"MNG","Mongolia","2007","Not applicable","Not applicable","Percent","4.69013"
"MNG","Mongolia","2004","Not applicable","Not applicable","Percent","4.32573"
"MNG","Mongolia","2002","Not applicable","Not applicable","Percent","7.21078"
"MNG","Mongolia","2000","Not applicable","Not applicable","Percent","5.55038"
"MNG","Mongolia","1999","Not applicable","Not applicable","Percent","5.14567"
"MNG","Mongolia","1998","Not applicable","Not applicable","Percent","5.49302"
"MNG","Mongolia","1997","Not applicable","Not applicable","Percent","3.94897"
"MSR","Montserrat","2009","Not applicable","Not applicable","Percent","5.12753"
"MSR","Montserrat","2008","Not applicable","Not applicable","Percent","5.24605"
"MSR","Montserrat","2007","Not applicable","Not applicable","Percent","5.32808"
"MAR","Morocco","2009","Not applicable","Not applicable","Percent","5.26064"
"MAR","Morocco","2008","Not applicable","Not applicable","Percent","5.34215"
"MAR","Morocco","1999","Not applicable","Not applicable","Percent","5.38568"
"MAR","Morocco","1998","Not applicable","Not applicable","Percent","5.34362"
"MAR","Morocco","1995","Not applicable","Not applicable","Percent","4.96991"
"MAR","Morocco","1993","Not applicable","Not applicable","Percent","5.06807"
"MAR","Morocco","1991","Not applicable","Not applicable","Percent","4.47952"
"MAR","Morocco","1990","Not applicable","Not applicable","Percent","4.72016"
"MAR","Morocco","1989","Not applicable","Not applicable","Percent","4.95362"
"MAR","Morocco","1988","Not applicable","Not applicable","Percent","4.7769"
"MAR","Morocco","1987","Not applicable","Not applicable","Percent","5.43909"
"MAR","Morocco","1986","Not applicable","Not applicable","Percent","5.467"
"MAR","Morocco","1985","Not applicable","Not applicable","Percent","5.35097"
"MAR","Morocco","1984","Not applicable","Not applicable","Percent","5.42954"
"MAR","Morocco","1983","Not applicable","Not applicable","Percent","6.41484"
"MAR","Morocco","1982","Not applicable","Not applicable","Percent","6.33786"
"MAR","Morocco","1981","Not applicable","Not applicable","Percent","5.9153"
"MAR","Morocco","1980","Not applicable","Not applicable","Percent","5.26213"
"MAR","Morocco","1979","Not applicable","Not applicable","Percent","6.31548"
"MAR","Morocco","1978","Not applicable","Not applicable","Percent","6.20183"
"MAR","Morocco","1977","Not applicable","Not applicable","Percent","6.08425"
"MAR","Morocco","1976","Not applicable","Not applicable","Percent","6.02712"
"MAR","Morocco","1975","Not applicable","Not applicable","Percent","5.21271"
"MOZ","Mozambique","2013","Not applicable","Not applicable","Percent","6.48009"
"MOZ","Mozambique","2012","Not applicable","Not applicable","Percent","6.07552"
"MOZ","Mozambique","2006","Not applicable","Not applicable","Percent","4.27428"
"MOZ","Mozambique","2005","Not applicable","Not applicable","Percent","4.43012"
"MOZ","Mozambique","2004","Not applicable","Not applicable","Percent","3.71592"
"MOZ","Mozambique","1999","Not applicable","Not applicable","Percent","3.13107"
"MOZ","Mozambique","1998","Not applicable","Not applicable","Percent","2.05194"
"MMR","Myanmar","1995","Not applicable","Not applicable","Percent","1.20248"
"MMR","Myanmar","1978","Not applicable","Not applicable","Percent","1.64366"
"MMR","Myanmar","1977","Not applicable","Not applicable","Percent","1.63782"
"MMR","Myanmar","1976","Not applicable","Not applicable","Percent","1.72619"
"MMR","Myanmar","1975","Not applicable","Not applicable","Percent","1.98739"
"NAM","Namibia","2010","Not applicable","Not applicable","Percent","8.34961"
"NAM","Namibia","2008","Not applicable","Not applicable","Percent","6.48398"
"NAM","Namibia","2006","Not applicable","Not applicable","Percent","6.03782"
"NAM","Namibia","2003","Not applicable","Not applicable","Percent","6.11511"
"NAM","Namibia","2002","Not applicable","Not applicable","Percent","6.76239"
"NAM","Namibia","2001","Not applicable","Not applicable","Percent","6.91282"
"NAM","Namibia","2000","Not applicable","Not applicable","Percent","6.99139"
"NAM","Namibia","1999","Not applicable","Not applicable","Percent","7.21755"
"NPL","Nepal","2014","Not applicable","Not applicable","Percent","4.71537"
"NPL","Nepal","2013","Not applicable","Not applicable","Percent","4.08748"
"NPL","Nepal","2010","Not applicable","Not applicable","Percent","4.71699"
"NPL","Nepal","2009","Not applicable","Not applicable","Percent","4.66376"
"NPL","Nepal","2008","Not applicable","Not applicable","Percent","3.80517"
"NPL","Nepal","2007","Not applicable","Not applicable","Percent","3.51721"
"NPL","Nepal","2006","Not applicable","Not applicable","Percent","3.60536"
"NPL","Nepal","2005","Not applicable","Not applicable","Percent","3.36464"
"NPL","Nepal","2004","Not applicable","Not applicable","Percent","3.17194"
"NPL","Nepal","2003","Not applicable","Not applicable","Percent","3.11435"
"NPL","Nepal","2002","Not applicable","Not applicable","Percent","3.15283"
"NPL","Nepal","2001","Not applicable","Not applicable","Percent","3.70838"
"NPL","Nepal","2000","Not applicable","Not applicable","Percent","2.97515"
"NPL","Nepal","1999","Not applicable","Not applicable","Percent","2.89331"
"NPL","Nepal","1998","Not applicable","Not applicable","Percent","2.89288"
"NLD","Netherlands","2013","Not applicable","Not applicable","Percent","5.60813"
"NLD","Netherlands","2012","Not applicable","Not applicable","Percent","5.47565"
"NLD","Netherlands","2011","Not applicable","Not applicable","Percent","5.52617"
"NLD","Netherlands","2010","Not applicable","Not applicable","Percent","5.5558"
"NLD","Netherlands","2009","Not applicable","Not applicable","Percent","5.49579"
"NLD","Netherlands","2008","Not applicable","Not applicable","Percent","5.09227"
"NLD","Netherlands","2007","Not applicable","Not applicable","Percent","4.93376"
"NLD","Netherlands","2006","Not applicable","Not applicable","Percent","5.09047"
"NLD","Netherlands","2005","Not applicable","Not applicable","Percent","5.15879"
"NLD","Netherlands","2004","Not applicable","Not applicable","Percent","5.11464"
"NLD","Netherlands","2003","Not applicable","Not applicable","Percent","5.10149"
"NLD","Netherlands","2002","Not applicable","Not applicable","Percent","4.87039"
"NLD","Netherlands","2001","Not applicable","Not applicable","Percent","4.75077"
"NLD","Netherlands","2000","Not applicable","Not applicable","Percent","4.6255"
"NLD","Netherlands","1999","Not applicable","Not applicable","Percent","4.55721"
"NLD","Netherlands","1998","Not applicable","Not applicable","Percent","4.59865"
"NLD","Netherlands","1996","Not applicable","Not applicable","Percent","4.57432"
"NLD","Netherlands","1995","Not applicable","Not applicable","Percent","4.65629"
"NLD","Netherlands","1994","Not applicable","Not applicable","Percent","4.74209"
"NLD","Netherlands","1993","Not applicable","Not applicable","Percent","4.83703"
"NLD","Netherlands","1991","Not applicable","Not applicable","Percent","5.24892"
"NLD","Netherlands","1990","Not applicable","Not applicable","Percent","5.31719"
"NLD","Netherlands","1988","Not applicable","Not applicable","Percent","5.56396"
"NLD","Netherlands","1987","Not applicable","Not applicable","Percent","5.99764"
"NLD","Netherlands","1986","Not applicable","Not applicable","Percent","5.65557"
"NLD","Netherlands","1985","Not applicable","Not applicable","Percent","5.56541"
"NLD","Netherlands","1984","Not applicable","Not applicable","Percent","5.17616"
"NLD","Netherlands","1983","Not applicable","Not applicable","Percent","5.59379"
"NLD","Netherlands","1982","Not applicable","Not applicable","Percent","5.79129"
"NLD","Netherlands","1981","Not applicable","Not applicable","Percent","5.84657"
"NLD","Netherlands","1980","Not applicable","Not applicable","Percent","5.99243"
"NLD","Netherlands","1979","Not applicable","Not applicable","Percent","6.1933"
"NLD","Netherlands","1978","Not applicable","Not applicable","Percent","6.28898"
"NLD","Netherlands","1977","Not applicable","Not applicable","Percent","6.28704"
"NLD","Netherlands","1976","Not applicable","Not applicable","Percent","6.41901"
"NLD","Netherlands","1975","Not applicable","Not applicable","Percent","6.47939"
"NZL","New Zealand","2014","Not applicable","Not applicable","Percent","6.44265"
"NZL","New Zealand","2012","Not applicable","Not applicable","Percent","7.25271"
"NZL","New Zealand","2011","Not applicable","Not applicable","Percent","6.99861"
"NZL","New Zealand","2010","Not applicable","Not applicable","Percent","7.0531"
"NZL","New Zealand","2009","Not applicable","Not applicable","Percent","6.34519"
"NZL","New Zealand","2008","Not applicable","Not applicable","Percent","5.5281"
"NZL","New Zealand","2007","Not applicable","Not applicable","Percent","5.92503"
"NZL","New Zealand","2006","Not applicable","Not applicable","Percent","5.93509"
"NZL","New Zealand","2005","Not applicable","Not applicable","Percent","6.26886"
"NZL","New Zealand","2004","Not applicable","Not applicable","Percent","6.50393"
"NZL","New Zealand","2003","Not applicable","Not applicable","Percent","6.42944"
"NZL","New Zealand","2002","Not applicable","Not applicable","Percent","6.40699"
"NZL","New Zealand","2001","Not applicable","Not applicable","Percent","6.56049"
"NZL","New Zealand","1999","Not applicable","Not applicable","Percent","6.63621"
"NZL","New Zealand","1997","Not applicable","Not applicable","Percent","6.15723"
"NZL","New Zealand","1996","Not applicable","Not applicable","Percent","6.38369"
